elapsed_s,throughput_bps,fps,total_freeze_s,qp_avg
2.002,-1,29,0,-1
4.005,797573,29,0,33.407
6.007,840148,30,0,31.783
8.009,872363,30,0,31.644
10.011,715149,29,0,37.867
12.013,684073,30,0,39.367
14.013,746085,30,0,36.424
16.015,782875,30,0,36.169
18.016,810230,29,0,56.407
20.017,836036,29,0,56.65
22.02,882764,30,0,53.433
24.023,884871,29,0,50.483
26.026,677416,31,0,79.607
28.027,692306,30,0,81.383
30.039,752124,31,0,80.583
32.044,782190,29,0,82.627
34.047,783479,29,0,78.983
36.048,746514,30,0,35.217
38.051,688464,30,0,37.75
40.051,730575,30,0,36.35
42.053,834974,30,0,33.45
44.055,795868,30,0,34.883
46.059,710145,29,0,37.153
48.061,714537,30,0,37.433
50.062,748982,30,0,41.1
52.064,778565,30,0,62.917
54.066,832015,29,0,57.881
56.071,830717,27,0,56
58.071,879024,30,0,54.85
60.072,741039,30,0,70
62.073,665256,30,0,91.767
64.074,734751,30,0,88.933
66.076,779622,30,0,82.867
68.077,738669,30,0,74.049
70.078,833408,30,0,31.667
72.08,869011,30,0,31.467
74.083,846600,30,0,32.617
76.084,733864,30,0,37.2
78.085,705891,30,0,38.433
80.087,730027,30,0,37.783
82.088,782711,30,0,35.417
84.109,836172,30,0,41.067
86.111,843770,30,0,60.117
88.112,848265,31,0,51.885
90.113,629811,30,0,83.567
92.115,690232,30,0,82.217
94.116,767219,30,0,66.083
96.118,772810,30,0,72.8
98.119,793063,30,0,77.85
100.121,850134,30,0,75.283
102.124,816174,30,0,54.05
104.126,730711,28,0,34.169
106.127,697504,30,0,36.717
108.131,686608,30,0,39.317
110.132,723136,30,0,37.983
112.134,783856,30,0,36.2
114.135,815149,30,0,34.283
116.135,859120,30,0,32.85
118.136,838920,27,0,46.211
120.138,883289,30,0,54.017
122.143,832853,30,0,54.5
124.144,639870,31,0,82.18
126.145,714483,30,0,74.717
128.148,786787,30,0,65.867
130.15,794311,30,0,73.05
132.157,806117,30,0,75.567
134.158,844621,30,0,74.75
136.159,796214,30,0,41.117
138.161,700559,30,0,36.85
140.161,690544,30,0,37.583
142.163,706639,30,0,37.633
144.164,793488,30,0,36.15
146.165,813860,30,0,34.85
148.168,850705,30,0,33.567
150.168,886554,30,0,32.85
152.17,763943,30,0,59.267
154.17,649315,30,0,88.867
156.172,762895,30,0,66.617
158.173,803421,30,0,61.3
160.174,821665,30,0,61.95
162.175,854823,30,0,62.917
164.175,881968,30,0,66.067
166.176,888800,30,0,67.2
168.177,834446,29,0,74.783
170.182,597612,30,0,51.557
172.183,714709,30,0,37.15
174.184,767723,29,0,35
176.185,814584,30,0,33.833
178.186,838886,30,0,34.25
180.188,847469,29,0,33.119
,779288.966292135,29.8202247191011,0,52.6491573033708
