elapsed_s,throughput_bps,fps,total_freeze_s,qp_avg
2.003,-1,28,0,-1
4.004,894676,26,0.268,27.519
6.005,891619,27,0.503,28.208
8.007,887561,27,0.704,30.241
10.008,884845,28,0.838,30.571
12.011,888689,27,1.042,31.278
14.014,890121,27,1.245,31.056
16.017,888897,27,1.448,29.87
18.018,891165,27,1.649,32.556
20.019,884865,27,1.85,48.019
22.02,889437,27,2.018,45.455
24.023,894712,28,2.187,46.564
26.024,889653,27,2.388,46.796
28.027,893016,26,2.624,49.698
30.028,887657,27,2.826,50.944
32.029,883878,27,3.027,58.87
34.03,893955,26,3.228,60.37
36.034,888949,27,3.398,62.945
38.035,888040,26,3.633,51.698
40.038,892709,27,3.803,27.309
42.04,889243,27,4.005,28.667
44.044,883319,27,4.208,28.722
46.048,898929,27,4.412,29.5
48.048,892740,27,4.613,30.611
50.055,888087,27,4.852,30.83
52.056,891963,27,5.02,30.727
54.057,890167,27,5.222,29.963
56.059,888638,27,5.423,38.593
58.064,890587,27,5.628,50.333
60.062,889077,27,5.826,43.5
62.064,891746,27,6.028,45.815
64.066,883984,27,6.23,47.815
66.067,895852,27,6.431,50.778
68.074,887323,27,6.639,54.222
70.076,890908,27,6.84,58.852
72.077,891603,27,7.041,61.407
74.078,885583,27,7.242,63.074
76.079,890799,27,7.443,37.611
78.08,892672,27,7.644,28.685
80.082,890986,27,7.847,28.796
82.084,890211,27,8.048,29.185
84.085,888165,27,8.249,29.463
86.087,890508,27,8.451,30.407
88.088,890483,27,8.652,30.315
90.089,887409,27,8.853,29.963
92.091,888353,27,9.055,30.222
94.092,890977,27,9.256,44.889
96.095,888933,26,9.493,47
98.095,889291,27,9.692,45.093
100.1,895673,26,9.898,45.352
102.101,894891,27,10.099,49.019
104.103,885388,27,10.3,52.111
106.105,884505,27,10.502,57.852
108.104,899525,27,10.702,58.796
110.105,887786,27,10.903,62.278
112.109,889654,26,11.14,65.358
114.113,882012,27,11.311,29.455
116.116,890001,27,11.514,29.611
118.117,891230,27,11.715,29.481
120.119,886740,27,11.916,29.833
122.121,894339,27,12.118,30.741
124.122,885982,27,12.319,31.222
126.123,892869,27,12.521,31
128.124,890357,27,12.722,30.241
130.126,890678,26,12.957,34.849
132.128,891332,27,13.158,49.222
134.129,892309,27,13.36,44.833
136.13,885066,27,13.56,46.222
138.134,891079,27,13.765,46.852
140.135,890315,27,13.965,50.759
142.137,891467,27,14.168,52.093
144.139,887994,27,14.369,58.259
146.14,891182,27,14.571,61.111
148.141,886011,27,14.772,63.148
150.143,889221,27,14.974,47.537
152.144,891940,27,15.175,27.722
154.146,889887,27,15.377,28.37
156.147,883864,27,15.545,28.564
158.148,893844,27,15.746,29.333
160.151,887847,27,15.949,30.407
162.153,888024,27,16.151,30.537
164.154,889595,27,16.351,30.093
166.155,893617,27,16.552,29.833
168.157,889245,27,16.754,40.556
170.159,887769,27,16.957,47.481
172.162,892161,27,17.159,43.981
174.163,885627,26,17.394,45.736
176.167,894207,26,17.598,48.963
178.165,893287,27,17.796,50.111
180.169,886074,27,17.999,54.667
,889860.382022472,26.9101123595506,9.08791011235955,41.3325168539326
