elapsed_s,throughput_bps,fps,total_freeze_s,qp_avg
2.004,-1,23,0,-1
4.008,1648208,26,0.271,36.365
6.012,1451041,29,0.275,41.15
8.014,1598073,29,0.377,42.421
10.014,1577877,30,0.41,41.169
12.015,1695474,29,0.478,39.293
14.017,1774926,29,0.579,38.649
16.018,1776833,29,0.647,37.569
18.024,1769505,26,0.753,48.947
20.022,1699474,29,0.818,74.793
22.024,1598838,29,0.92,79.421
24.025,1453824,28,1.021,74.86
26.027,1224439,25,1.223,98.444
28.027,1366933,18,1.69,106
30.028,1543100,20,2.358,106
32.031,1536072,22,2.86,106
34.032,1582888,24,3.361,106
36.036,1523089,31,3.532,105.982
38.038,1443892,31,3.532,75.365
40.039,1471071,31,3.532,41.726
42.044,1279667,31,3.532,43.918
44.045,1227086,30,3.533,53.6
46.046,1214261,30,3.533,58.662
48.048,1276606,30,3.533,56.082
50.049,1601495,30,3.534,47.867
52.053,1740351,31,3.534,64.855
54.055,1765506,27,3.736,66.759
56.057,1769200,34,3.804,68.81
58.057,1702169,31,3.804,78.557
60.059,1593736,28,3.972,76.764
62.061,1720882,29,3.972,84.607
64.063,1811266,31,4.041,86.121
66.065,1819825,28,4.21,81.582
68.066,1583531,23,4.511,91.529
70.067,1586975,30,4.545,86.508
72.069,1465810,30,4.547,41.767
74.069,1578493,31,4.547,40.934
76.075,1690150,29,4.552,42.75
78.076,1632185,30,4.554,39.05
80.078,1511847,29,4.589,41.136
82.08,1485874,30,4.624,41.763
84.081,1464215,29,4.692,44.017
86.082,1591924,31,4.693,73.167
88.084,1658041,30,4.694,105.333
90.087,1587366,30,4.731,106
92.089,1369592,29,4.766,106
94.092,1402875,27,4.87,106
96.094,1265742,19,5.504,106
98.094,1210073,18,6.238,106
100.095,1255430,16,7.172,106
102.097,1260419,17,8.008,106
104.1,1213860,27,8.411,106
106.102,1228968,31,8.413,106
108.105,1202181,31,8.413,102.306
110.106,1201185,32,8.413,56.516
112.106,1221383,31,8.413,53.855
114.108,1211005,30,8.413,55.623
116.116,1224066,31,8.413,54.016
118.123,1191159,31,8.413,74.452
120.124,1231984,22,8.681,105.75
122.128,1211965,17,9.484,106
124.134,1057135,18,10.224,106
126.135,1043349,17,11.091,106
128.136,974340,20,11.893,106
130.139,1072939,17,12.796,106
132.142,1033795,15,13.765,106
134.143,1106889,17,14.666,106
136.146,1048400,27,15.237,106
138.149,1016199,31,15.237,106
140.152,903325,31,15.237,103.705
142.153,1159621,31,15.237,61.145
144.156,1174683,31,15.237,52.082
146.157,1154171,31,15.237,54.823
148.161,901594,30,15.237,55.115
150.163,1061791,30,15.237,48.18
152.164,1046601,31,15.237,78.377
154.166,1148836,30,15.238,104.35
156.166,1020160,23,15.572,106
158.168,877492,22,16.108,106
160.17,907581,23,16.509,106
162.173,935447,24,16.912,106
164.176,872510,20,17.482,106
166.177,916255,18,18.216,106
168.179,1070135,17,19.118,106
170.186,1024274,27,19.325,106
172.189,861147,30,19.329,106
174.191,842094,30,19.33,74.75
176.194,1136895,30,19.333,42.7
178.196,1203714,30,19.335,49.75
180.198,1215999,30,19.337,55.3
,1334643.5505618,26.9325842696629,8.06057303370787,78.2144606741573
